62	27883	splice	11629
62	28249	splice	36940
62	21549	splice	6078
62	27378	splice	24131
62	26464	splice	10176
62	25377	splice	13832
68	28261	splice	247
62	28261	splice	446
62	22496	splice	116
68	27755	splice	570
62	26234	splice	6694
62	27037	splice	4989
56	27876	splice	166
56	21549	splice	113
68	22496	splice	119
68	21052	splice	189
62	15773	splice	246
62	18049	splice	141
21734	21777	splice	837
56	28249	splice	142
26569	26598	splice	107
27261	27286	splice	315
9538	9569	splice	119
29706	29791	splice	137
23548	23577	splice	118
26781	26817	splice	491
26775	26811	splice	214
29063	29090	splice	138
28520	28571	splice	129
18049	18049	G	0
29063	29063	G	0
29706	29706	G	0
21777	21777	G	0
27286	27286	C	0
26775	26775	G	0
23577	23577	C	0
28571	28571	A	0
26781	26781	C	0
27037	27037	C	0
15773	15773	G	0
25377	25377	A	0
29090	29090	G	0
21549	21549	C	0
56	56	G	0
26811	26811	A	0
21052	21052	T	0
62	62	T	0
26817	26817	T	0
9538	9538	A	0
68	68	A	0
26569	26569	T	0
28249	28249	A	0
29791	29791	T	0
26464	26464	C	0
22496	22496	A	0
9569	9569	C	0
27876	27876	T	0
28261	28261	C	0
21734	21734	T	0
26598	26598	T	0
28520	28520	C	0
27883	27883	C	0
27755	27755	A	0
27378	27378	G	0
26234	26234	A	0
23548	23548	T	0
27261	27261	G	0
